Run dir: /Users/lukas/weird_objects/hexapod_walker/policies/walker_v6
Using cpu device
Logging to /Users/lukas/weird_objects/hexapod_walker/policies/walker_v6
Training 5000000 steps across 8 parallel envs ...
---------------------------------
| rollout/           |          |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 333        |
| time/                   |            |
|    fps                  | 4754       |
|    iterations           | 46         |
|    time_elapsed         | 158        |
|    total_timesteps      | 753664     |
| train/                  |            |
|    approx_kl            | 0.08843928 |
|    clip_fraction        | 0.564      |
|    clip_range           | 0.2        |
|    entropy_loss         | 5.97       |
|    explained_variance   | 0.989      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0227    |
|    n_updates            | 450        |
|    policy_gradient_loss | -0.00749   |
|    std                  | 0.174      |
|    value_loss           | 0.00658    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 328        |
| time/                   |            |
|    fps                  | 4751       |
|    iterations           | 47         |
|    time_elapsed         | 162        |
|    total_timesteps      | 770048     |
| train/                  |            |
|    approx_kl            | 0.08384289 |
|    clip_fraction        | 0.553      |
|    clip_range           | 0.2        |
|    entropy_loss         | 5.98       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0435    |
|    n_updates            | 460        |
|    policy_gradient_loss | -0.00835   |
|    std                  | 0.174      |
|    value_loss           | 0.00491    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 330         |
| time/                   |             |
|    fps                  | 4754        |
|    iterations           | 48          |
|    time_elapsed         | 165         |
|    total_timesteps      | 786432      |
| train/                  |             |
|    approx_kl            | 0.087512165 |
|    clip_fraction        | 0.563       |
|    clip_range           | 0.2         |
|    entropy_loss         | 6           |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0356     |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.0084     |
|    std                  | 0.173       |
|    value_loss           | 0.00584     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 322        |
| time/                   |            |
|    fps                  | 4757       |
|    iterations           | 49         |
|    time_elapsed         | 168        |
|    total_timesteps      | 802816     |
| train/                  |            |
|    approx_kl            | 0.08396059 |
|    clip_fraction        | 0.549      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6          |
|    explained_variance   | 0.988      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0113    |
|    n_updates            | 480        |
|    policy_gradient_loss | -0.00944   |
|    std                  | 0.173      |
|    value_loss           | 0.00591    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 300        |
| time/                   |            |
|    fps                  | 4758       |
|    iterations           | 50         |
|    time_elapsed         | 172        |
|    total_timesteps      | 819200     |
| train/                  |            |
|    approx_kl            | 0.09111089 |
|    clip_fraction        | 0.576      |
|    clip_range           | 0.2        |
|    entropy_loss         | 6.03       |
|    explained_variance   | 0.989      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0207    |
|    n_updates            | 490        |
|    policy_gradient_loss | -0.00819   |
|    std                  | 0.173      |
|    value_loss           | 0.0067     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
